Date,Drawdown,DD_log,Cluster,Regime_num
2013-02-28,-0.028146085065056222,0.027757263031271465,Normal,0
2013-03-31,-0.0111499471340733,0.011088244702447573,Normal,0
2013-04-30,-0.03248461432325278,0.03196814436018657,Normal,0
2013-05-31,-0.023017591578146143,0.02275668289020779,Normal,0
2013-06-30,-0.057555936154791085,0.05596052524844249,Normal,0
2013-07-31,-0.032998680172730846,0.032465912472339535,Normal,0
2013-08-31,-0.04631891618912612,0.0452782103670495,Normal,0
2013-09-30,-0.0408850963152855,0.040071405361351585,Normal,0
2013-10-31,-0.04060808774528738,0.03980524203806549,Normal,0
2013-11-30,-0.013995839296370152,0.013898801902555434,Normal,0
2013-12-31,-0.01827615417053149,0.018111152628287115,Normal,0
2014-01-31,-0.04013246925144082,0.039348079322098,Normal,0
2014-02-28,-0.05761260668967606,0.05601411013659739,Normal,0
2014-03-31,-0.019653486300597,0.019462850265361414,Normal,0
2014-04-30,-0.039774753840366585,0.039004106850028336,Normal,0
2014-05-31,-0.014018802219004098,0.013921447619371136,Normal,0
2014-06-30,-0.010844236813914014,0.010785859735254633,Normal,0
2014-07-31,-0.028828226182601835,0.02842051014993658,Normal,0
2014-08-31,-0.03944206428135108,0.0386840925456469,Normal,0
2014-09-30,-0.022556874675647556,0.02230623054257699,Normal,0
2014-10-31,-0.07401459519995708,0.07140358556599019,Correction,1
2014-11-30,-0.002948426995476494,0.0029440889095306544,Normal,0
2014-12-31,-0.04945148149873493,0.04826762909912473,Normal,0
2015-01-31,-0.04682934377363008,0.04576592316254038,Normal,0
2015-02-28,-0.033349799573162364,0.03280575776683126,Normal,0
2015-03-31,-0.03643632314207971,0.035788216507804005,Normal,0
2015-04-30,-0.02725050845577608,0.02688582374916037,Normal,0
2015-05-31,-0.01772688169712492,0.01757159303328086,Normal,0
2015-06-30,-0.03434366743016227,0.03376708781831225,Normal,0
2015-07-31,-0.039487151401395006,0.03872746787532226,Normal,0
2015-08-31,-0.12247920403191993,0.11553981398775076,Correction,1
2015-09-30,-0.11582592815432521,0.10959487343689087,Correction,1
2015-10-31,-0.0960682241966817,0.09172943494311195,Correction,1
2015-11-30,-0.04111783561104875,0.040294977857973736,Normal,0
2015-12-31,-0.04940775541849405,0.0482259625790665,Normal,0
2016-01-31,-0.11871327400858628,0.11217916236626496,Correction,1
2016-02-29,-0.1300989437056365,0.1223051896924742,Correction,1
2016-03-31,-0.05910688716186435,0.0574259936901391,Normal,0
2016-04-30,-0.01764643038380385,0.017492539905399652,Normal,0
2016-05-31,-0.029661275769529566,0.029229889679552794,Normal,0
2016-06-30,-0.05595722354916799,0.054447676460916604,Normal,0
2016-07-31,-0.0144258308490543,0.014322768541695266,Normal,0
2016-08-31,-0.009638547233072793,0.009592392774315802,Normal,0
2016-09-30,-0.029395194704985722,0.028971440171401495,Normal,0
2016-10-31,-0.02922174410596806,0.028802928394238824,Normal,0
2016-11-30,-0.0479282128546513,0.046815084368181104,Normal,0
2016-12-31,-0.014477969557112788,0.014374164480782697,Normal,0
2017-01-31,-0.008484273204814383,0.008448484046427247,Normal,0
2017-02-28,-0.008188441112524118,0.00815509772517442,Normal,0
2017-03-31,-0.022692312865529255,0.02243867229188041,Normal,0
2017-04-30,-0.027967917184811834,0.02758395758177269,Normal,0
2017-05-31,-0.0188526248683549,0.01867711656649536,Normal,0
2017-06-30,-0.013890619234714368,0.013795028773337511,Normal,0
2017-07-31,-0.017815640619135206,0.01765880213954462,Normal,0
2017-08-31,-0.02231433838489552,0.022069016296183117,Normal,0
2017-09-30,-0.009294901979539662,0.009251970204185186,Normal,0
2017-10-31,-0.007013043156751099,0.006988566141868295,Normal,0
2017-11-30,-0.011470858921685057,0.011405567444647949,Normal,0
2017-12-31,-0.0069157714038689515,0.006891967143676783,Normal,0
2018-01-31,-0.01755741940615653,0.01740506859119861,Normal,0
2018-02-28,-0.10159530548956275,0.09675940688506748,Correction,1
2018-03-31,-0.09906821255828452,0.09446274133728864,Correction,1
2018-04-30,-0.10128903239798234,0.09648134136134821,Correction,1
2018-05-31,-0.06602104192206304,0.06393306468773446,Correction,1
2018-06-30,-0.031297060045354604,0.030817291608929306,Normal,0
2018-07-31,-0.026420555240860705,0.02607756065896058,Normal,0
2018-08-31,-0.01402152728542388,0.013924135008157382,Normal,0
2018-09-30,-0.014536556414476385,0.01443191355712489,Normal,0
2018-10-31,-0.09878017572293782,0.09420063332425961,Correction,1
2018-11-30,-0.1017452670498166,0.09689552888305036,Correction,1
2018-12-31,-0.19634522192436232,0.1792712609718307,Bear,2
2019-01-31,-0.16326046248112622,0.15122680588324047,Bear,2
2019-02-28,-0.03832411638935724,0.03760798686034283,Normal,0
2019-03-31,-0.02162146111508672,0.02139103287173402,Normal,0
2019-04-30,-0.006067494393846628,0.00604916126978033,Normal,0
2019-05-31,-0.0657777313668354,0.06370479684244552,Correction,1
2019-06-30,-0.06836108044673847,0.06612577370428906,Correction,1
2019-07-31,-0.015030511323977081,0.014918672459656763,Normal,0
2019-08-31,-0.06122556998296665,0.059424438338847446,Correction,1
2019-09-30,-0.039522675750042986,0.03876164217136213,Normal,0
2019-10-31,-0.04568948830810067,0.04467646527017017,Normal,0
2019-11-30,-0.00592242549266549,0.005904956867960353,Normal,0
2019-12-31,-0.019162024044093534,0.018980744588286764,Normal,0
2020-01-31,-0.031264857248694905,0.030786065592010924,Normal,0
2020-02-29,-0.12755782942204105,0.12005408103244145,Correction,1
2020-03-31,-0.3392496000265327,0.2921094571240684,Bear,2
2020-04-30,-0.27041032699408135,0.23933994040880402,Bear,2
2020-05-31,-0.1671957588032015,0.1546040845693929,Bear,2
2020-06-30,-0.07124443602878548,0.06882099701091299,Correction,1
2020-07-31,-0.03605065880938852,0.0354160411064611,Normal,0
2020-08-31,-0.007969132154236065,0.00793754631742639,Normal,0
2020-09-30,-0.09604454752912996,0.09170783325559108,Correction,1
2020-10-31,-0.08681765153502177,0.08325384018919199,Correction,1
2020-11-30,-0.07556888635472496,0.07284971821352781,Correction,1
2020-12-31,-0.014791008107400905,0.014682687950284986,Normal,0
2021-01-31,-0.03660361503347834,0.03594961416221582,Normal,0
2021-02-28,-0.03143215166236232,0.030948274984191657,Normal,0
2021-03-31,-0.042278854262786325,0.04140952198446315,Normal,0
2021-04-30,-0.01207278294761115,0.012000488187867833,Normal,0
2021-05-31,-0.04006049583745031,0.03927888053599774,Normal,0
2021-06-30,-0.020845260229820323,0.020630970624920475,Normal,0
2021-07-31,-0.028768596622478958,0.02836254975703679,Normal,0
2021-08-31,-0.01773327784587756,0.017577877753443695,Normal,0
2021-09-30,-0.05056483901609118,0.04932796145063337,Normal,0
2021-10-31,-0.05212537590104862,0.05081228582747549,Normal,0
2021-11-30,-0.02923559751229333,0.02881638838298417,Normal,0
2021-12-31,-0.04070536086630082,0.03989871486038272,Normal,0
2022-01-31,-0.09799737462404647,0.09348795203169932,Correction,1
2022-02-28,-0.11905616767387517,0.11248562259544276,Correction,1
2022-03-31,-0.13048098129406907,0.12264318932508596,Correction,1
2022-04-30,-0.10788278593565327,0.10245079386231631,Correction,1
2022-05-31,-0.15778781483391996,0.1465111281937731,Bear,2
2022-06-30,-0.20831463377272952,0.1892265240203509,Bear,2
2022-07-31,-0.16525627934992015,0.15294104509972078,Bear,2
2022-08-31,-0.08134353326792974,0.07820428027909815,Correction,1
2022-09-30,-0.16714207132771164,0.15455808653534114,Bear,2
2022-10-31,-0.16913735319636386,0.15626617190631154,Bear,2
2022-11-30,-0.13595425907758263,0.12747305459181274,Correction,1
2022-12-31,-0.07276522664883371,0.07023963882170021,Correction,1
2023-01-31,-0.06666732088205866,0.06453913446431309,Correction,1
2023-02-28,-0.05017506706659745,0.04895688081105699,Normal,0
2023-03-31,-0.07751635836202832,0.07465872465502807,Correction,1
2023-04-30,-0.029611695966004326,0.029181736953600164,Normal,0
2023-05-31,-0.02596487098457155,0.025633507355956,Normal,0
2023-06-30,-0.021921267591338157,0.02168445123210487,Normal,0
2023-07-31,-0.012712042720213637,0.012631922981075131,Normal,0
2023-08-31,-0.04777771038891531,0.04667145499315717,Normal,0
2023-09-30,-0.06873674611813552,0.06647733989896364,Correction,1
2023-10-31,-0.10036857434053871,0.09564519126402665,Correction,1
2023-11-30,-0.06209667092259205,0.06024494591109896,Correction,1
2023-12-31,-0.014684266911006796,0.014577497019598169,Normal,0
2024-01-31,-0.01979155193373499,0.019598245562376566,Normal,0
2024-02-29,-0.014610233020612857,0.014504531867985844,Normal,0
2024-03-31,-0.011374199913694283,0.011310000057870447,Normal,0
2024-04-30,-0.054644268434943556,0.0532035237503524,Normal,0
2024-05-31,-0.04490754452063483,0.0439284073597733,Normal,0
2024-06-30,-0.007142891224350923,0.007117501608644466,Normal,0
2024-07-31,-0.047286132699247814,0.046202182707913556,Normal,0
2024-08-31,-0.08485144350207377,0.08144305918697037,Correction,1
2024-09-30,-0.04566280782731911,0.04465095021865798,Normal,0
2024-10-31,-0.027148966384044286,0.026786970460831526,Normal,0
2024-11-30,-0.025914498598100185,0.02558440857634136,Normal,0
2024-12-31,-0.03664696978795503,0.03599143713798191,Normal,0
2025-01-31,-0.043221397347668014,0.04231342324108324,Normal,0
2025-02-28,-0.04599172914339328,0.044965458482782536,Normal,0
2025-03-31,-0.10133702671788515,0.09652492054240056,Correction,1
2025-04-30,-0.18902206184284007,0.17313117249263496,Bear,2
2025-05-31,-0.0878900701005045,0.084240104818451,Correction,1
2025-06-30,-0.012806715488924205,0.012725403002818512,Normal,0
2025-07-31,-0.00857255564474609,0.008536019944003749,Normal,0
2025-08-31,-0.023750503295482152,0.023472847804539867,Normal,0
2025-09-30,-0.013300434757236228,0.013212760522902564,Normal,0
2025-10-31,-0.029792535494217995,0.02935736010316537,Normal,0
2025-11-30,-0.05110085404168476,0.04983804736866133,Normal,0
2025-12-31,-0.011357060169807809,0.01129305292878304,Normal,0
